t,theta,omega,energy
7.766,-0.137,2.35854,2.87328
7.767,-0.134641,2.35987,2.87328
7.768,-0.132281,2.36118,2.87328
7.769,-0.129919,2.36246,2.87328
7.77,-0.127556,2.36372,2.87328
7.771,-0.125191,2.36496,2.87328
7.772,-0.122826,2.36617,2.87328
7.773,-0.120459,2.36736,2.87328
7.774,-0.118091,2.36853,2.87328
7.775,-0.115722,2.36967,2.87328
7.776,-0.113352,2.37079,2.87328
7.777,-0.11098,2.37189,2.87328
7.778,-0.108608,2.37297,2.87328
7.779,-0.106234,2.37402,2.87328
7.78,-0.10386,2.37505,2.87328
7.781,-0.101484,2.37605,2.87328
7.782,-0.0991078,2.37703,2.87328
7.783,-0.0967303,2.37799,2.87328
7.784,-0.0943518,2.37893,2.87328
7.785,-0.0919724,2.37984,2.87328
7.786,-0.0895921,2.38073,2.87328
7.787,-0.087211,2.3816,2.87328
7.788,-0.084829,2.38244,2.87328
7.789,-0.0824461,2.38326,2.87328
7.79,-0.0800625,2.38405,2.87328
7.791,-0.077678,2.38483,2.87328
7.792,-0.0752928,2.38558,2.87328
7.793,-0.0729069,2.3863,2.87328
7.794,-0.0705202,2.38701,2.87328
7.795,-0.0681329,2.38769,2.87328
7.796,-0.0657448,2.38834,2.87328
7.797,-0.0633562,2.38897,2.87328
7.798,-0.0609669,2.38958,2.87328
7.799,-0.058577,2.39017,2.87328
7.8,-0.0561866,2.39073,2.87328
7.801,-0.0537956,2.39127,2.87328
7.802,-0.051404,2.39179,2.87328
7.803,-0.049012,2.39228,2.87328
7.804,-0.0466195,2.39275,2.87328
7.805,-0.0442265,2.39319,2.87328
7.806,-0.0418331,2.39362,2.87328
7.807,-0.0394393,2.39402,2.87328
7.808,-0.0370451,2.39439,2.87328
7.809,-0.0346505,2.39474,2.87328
7.81,-0.0322556,2.39507,2.87328
7.811,-0.0298604,2.39537,2.87328
7.812,-0.0274649,2.39566,2.87328
7.813,-0.0250691,2.39591,2.87328
7.814,-0.022673,2.39615,2.87328
7.815,-0.0202768,2.39636,2.87328
7.816,-0.0178803,2.39655,2.87328
7.817,-0.0154837,2.39671,2.87328
7.818,-0.0130869,2.39685,2.87328
7.819,-0.01069,2.39697,2.87328
7.82,-0.008293,2.39706,2.87328
7.821,-0.00589591,2.39713,2.87328
7.822,-0.00349875,2.39717,2.87328
7.823,-0.00110157,2.3972,2.87328
7.824,0.00129563,2.3972,2.87328
7.825,0.00369282,2.39717,2.87328
7.826,0.00608997,2.39712,2.87328
7.827,0.00848706,2.39705,2.87328
7.828,0.0108841,2.39696,2.87328
7.829,0.013281,2.39684,2.87328
7.83,0.0156777,2.3967,2.87328
7.831,0.0180743,2.39653,2.87328
7.832,0.0204708,2.39634,2.87328
7.833,0.022867,2.39613,2.87328
7.834,0.025263,2.39589,2.87328
7.835,0.0276588,2.39563,2.87328
7.836,0.0300543,2.39535,2.87328
7.837,0.0324495,2.39504,2.87328
7.838,0.0348444,2.39471,2.87328
7.839,0.0372389,2.39436,2.87328
7.84,0.0396331,2.39398,2.87328
7.841,0.0420269,2.39358,2.87328
7.842,0.0444202,2.39316,2.87328
7.843,0.0468132,2.39271,2.87328
7.844,0.0492057,2.39224,2.87328
7.845,0.0515977,2.39175,2.87328
7.846,0.0539892,2.39123,2.87328
7.847,0.0563801,2.39069,2.87328
7.848,0.0587705,2.39012,2.87328
7.849,0.0611604,2.38954,2.87328
7.85,0.0635496,2.38892,2.87328
7.851,0.0659382,2.38829,2.87328
7.852,0.0683262,2.38763,2.87328
7.853,0.0707134,2.38695,2.87328
7.854,0.0731,2.38625,2.87328
7.855,0.0754859,2.38552,2.87328
7.856,0.0778711,2.38477,2.87328
7.857,0.0802555,2.38399,2.87328
7.858,0.082639,2.38319,2.87328
7.859,0.0850218,2.38237,2.87328
7.86,0.0874038,2.38153,2.87328
7.861,0.0897849,2.38066,2.87328
7.862,0.0921651,2.37977,2.87328
7.863,0.0945444,2.37885,2.87328
7.864,0.0969228,2.37792,2.87328
7.865,0.0993002,2.37695,2.87328
7.866,0.101677,2.37597,2.87328
7.867,0.104052,2.37496,2.87328
7.868,0.106427,2.37393,2.87328
7.869,0.1088,2.37288,2.87328
7.87,0.111172,2.3718,2.87328
7.871,0.113544,2.3707,2.87328
7.872,0.115914,2.36958,2.87328
7.873,0.118283,2.36843,2.87328
7.874,0.120651,2.36726,2.87328
7.875,0.123017,2.36607,2.87328
7.876,0.125383,2.36486,2.87328
7.877,0.127747,2.36362,2.87328
7.878,0.13011,2.36236,2.87328
7.879,0.132472,2.36107,2.87328
7.88,0.134832,2.35977,2.87328
7.881,0.137191,2.35844,2.87328
7.882,0.139549,2.35708,2.87328
7.883,0.141905,2.35571,2.87328
7.884,0.14426,2.35431,2.87328
7.885,0.146614,2.35289,2.87328
7.886,0.148966,2.35144,2.87328
7.887,0.151317,2.34997,2.87328
7.888,0.153666,2.34848,2.87328
7.889,0.156014,2.34697,2.87328
7.89,0.15836,2.34543,2.87328
7.891,0.160705,2.34388,2.87328
7.892,0.163048,2.3423,2.87328
7.893,0.165389,2.34069,2.87328
7.894,0.167729,2.33907,2.87328
7.895,0.170067,2.33742,2.87328
7.896,0.172404,2.33574,2.87328
7.897,0.174739,2.33405,2.87328
7.898,0.177072,2.33233,2.87328
7.899,0.179404,2.33059,2.87328
7.9,0.181733,2.32883,2.87328
7.901,0.184061,2.32705,2.87328
7.902,0.186387,2.32524,2.87328
7.903,0.188712,2.32341,2.87328
7.904,0.191034,2.32156,2.87328
7.905,0.193355,2.31969,2.87328
7.906,0.195674,2.31779,2.87328
7.907,0.19799,2.31587,2.87328
7.908,0.200305,2.31393,2.87328
7.909,0.202618,2.31197,2.87328
7.91,0.204929,2.30998,2.87328
7.911,0.207238,2.30798,2.87328
7.912,0.209545,2.30595,2.87328
7.913,0.21185,2.30389,2.87328
7.914,0.214153,2.30182,2.87328
7.915,0.216454,2.29973,2.87328
7.916,0.218752,2.29761,2.87328
7.917,0.221049,2.29547,2.87328
7.918,0.223343,2.29331,2.87328
7.919,0.225635,2.29112,2.87328
7.92,0.227926,2.28892,2.87328
7.921,0.230213,2.28669,2.87328
7.922,0.232499,2.28444,2.87328
7.923,0.234782,2.28217,2.87328
7.924,0.237063,2.27988,2.87328
7.925,0.239342,2.27756,2.87328
7.926,0.241618,2.27522,2.87328
7.927,0.243892,2.27287,2.87328
7.928,0.246164,2.27049,2.87328
7.929,0.248433,2.26808,2.87328
7.93,0.2507,2.26566,2.87328
7.931,0.252965,2.26322,2.87328
7.932,0.255227,2.26075,2.87328
7.933,0.257486,2.25826,2.87328
7.934,0.259743,2.25576,2.87328
7.935,0.261998,2.25322,2.87328
7.936,0.26425,2.25067,2.87328
7.937,0.266499,2.2481,2.87328
7.938,0.268746,2.24551,2.87328
7.939,0.27099,2.24289,2.87328
7.94,0.273232,2.24025,2.87328
7.941,0.275471,2.2376,2.87328
7.942,0.277707,2.23492,2.87328
7.943,0.27994,2.23222,2.87328
7.944,0.282171,2.2295,2.87328
7.945,0.284399,2.22675,2.87328
7.946,0.286625,2.22399,2.87328
7.947,0.288847,2.22121,2.87328
7.948,0.291067,2.2184,2.87328
7.949,0.293284,2.21558,2.87328
7.95,0.295498,2.21273,2.87328
7.951,0.29771,2.20986,2.87328
7.952,0.299918,2.20698,2.87328
7.953,0.302123,2.20407,2.87328
7.954,0.304326,2.20114,2.87328
7.955,0.306526,2.19819,2.87328
7.956,0.308722,2.19522,2.87328
7.957,0.310916,2.19223,2.87328
7.958,0.313107,2.18922,2.87328
7.959,0.315295,2.18618,2.87328
7.96,0.317479,2.18313,2.87328
7.961,0.319661,2.18006,2.87328
7.962,0.321839,2.17697,2.87328
7.963,0.324015,2.17385,2.87328
7.964,0.326187,2.17072,2.87328
7.965,0.328356,2.16757,2.87328
7.966,0.330522,2.16439,2.87328
7.967,0.332685,2.1612,2.87328
7.968,0.334845,2.15798,2.87328
7.969,0.337001,2.15475,2.87328
7.97,0.339154,2.1515,2.87328
7.971,0.341304,2.14822,2.87328
7.972,0.343451,2.14493,2.87328
7.973,0.345594,2.14162,2.87328
7.974,0.347734,2.13828,2.87328
7.975,0.34987,2.13493,2.87328
7.976,0.352004,2.13156,2.87328
7.977,0.354133,2.12817,2.87328
7.978,0.35626,2.12475,2.87328
7.979,0.358383,2.12132,2.87328
7.98,0.360503,2.11787,2.87328
7.981,0.362619,2.1144,2.87328
7.982,0.364731,2.11091,2.87328
7.983,0.366841,2.1074,2.87328
7.984,0.368946,2.10388,2.87328
7.985,0.371048,2.10033,2.87328
7.986,0.373147,2.09676,2.87328
7.987,0.375242,2.09318,2.87328
7.988,0.377333,2.08957,2.87328
7.989,0.379421,2.08595,2.87328
7.99,0.381505,2.0823,2.87328
7.991,0.383586,2.07864,2.87328
7.992,0.385662,2.07496,2.87328
7.993,0.387735,2.07126,2.87328
7.994,0.389805,2.06754,2.87328
7.995,0.391871,2.06381,2.87328
7.996,0.393932,2.06005,2.87328
7.997,0.395991,2.05628,2.87328
7.998,0.398045,2.05248,2.87328
7.999,0.400096,2.04867,2.87328
8,0.402142,2.04484,2.87328
8.001,0.404185,2.04099,2.87328
8.002,0.406224,2.03712,2.87328
8.003,0.40826,2.03324,2.87328
8.004,0.410291,2.02933,2.87328
8.005,0.412318,2.02541,2.87328
8.006,0.414342,2.02147,2.87328
8.007,0.416361,2.01751,2.87328
8.008,0.418377,2.01354,2.87328
8.009,0.420388,2.00954,2.87328
8.01,0.422396,2.00553,2.87328
8.011,0.424399,2.0015,2.87328
8.012,0.426399,1.99745,2.87328
8.013,0.428394,1.99339,2.87328
8.014,0.430385,1.9893,2.87328
8.015,0.432373,1.9852,2.87328
8.016,0.434356,1.98108,2.87328
8.017,0.436335,1.97694,2.87328
8.018,0.43831,1.97279,2.87328
8.019,0.44028,1.96862,2.87328
8.02,0.442247,1.96443,2.87328
8.021,0.444209,1.96022,2.87328
8.022,0.446167,1.95599,2.87328
8.023,0.448121,1.95175,2.87328
8.024,0.450071,1.94749,2.87328
8.025,0.452016,1.94322,2.87328
8.026,0.453957,1.93892,2.87328
8.027,0.455894,1.93461,2.87328
8.028,0.457827,1.93029,2.87328
8.029,0.459755,1.92594,2.87328
8.03,0.461678,1.92158,2.87328
8.031,0.463598,1.9172,2.87328
8.032,0.465513,1.91281,2.87328
8.033,0.467423,1.90839,2.87328
8.034,0.46933,1.90397,2.87328
8.035,0.471231,1.89952,2.87328
8.036,0.473129,1.89506,2.87328
8.037,0.475021,1.89058,2.87328
8.038,0.47691,1.88609,2.87328
8.039,0.478794,1.88157,2.87328
8.04,0.480673,1.87705,2.87328
8.041,0.482548,1.8725,2.87328
8.042,0.484418,1.86794,2.87328
8.043,0.486284,1.86337,2.87328
8.044,0.488145,1.85877,2.87328
8.045,0.490001,1.85416,2.87328
8.046,0.491853,1.84954,2.87328
8.047,0.4937,1.8449,2.87328
8.048,0.495543,1.84024,2.87328
8.049,0.497381,1.83557,2.87328
8.05,0.499214,1.83088,2.87328
8.051,0.501042,1.82618,2.87328
8.052,0.502866,1.82146,2.87328
8.053,0.504685,1.81672,2.87328
8.054,0.5065,1.81197,2.87328
8.055,0.508309,1.8072,2.87328
8.056,0.510114,1.80242,2.87328
8.057,0.511914,1.79762,2.87328
8.058,0.513709,1.79281,2.87328
8.059,0.5155,1.78798,2.87328
8.06,0.517285,1.78314,2.87328
8.061,0.519066,1.77828,2.87328
8.062,0.520842,1.7734,2.87328
8.063,0.522613,1.76852,2.87328
8.064,0.524379,1.76361,2.87328
8.065,0.52614,1.75869,2.87328
8.066,0.527896,1.75376,2.87328
8.067,0.529648,1.74881,2.87328
8.068,0.531394,1.74385,2.87328
8.069,0.533135,1.73887,2.87328
8.07,0.534872,1.73387,2.87328
8.071,0.536603,1.72887,2.87328
8.072,0.538329,1.72384,2.87328
8.073,0.540051,1.71881,2.87328
8.074,0.541767,1.71376,2.87328
8.075,0.543478,1.70869,2.87328
8.076,0.545184,1.70361,2.87328
8.077,0.546885,1.69852,2.87328
8.078,0.548581,1.69341,2.87328
8.079,0.550272,1.68828,2.87328
8.08,0.551958,1.68315,2.87328
8.081,0.553638,1.678,2.87328
8.082,0.555314,1.67283,2.87328
8.083,0.556984,1.66765,2.87328
8.084,0.558649,1.66246,2.87328
8.085,0.560309,1.65725,2.87328
8.086,0.561964,1.65203,2.87328
8.087,0.563613,1.6468,2.87328
8.088,0.565257,1.64155,2.87328
8.089,0.566896,1.63629,2.87328
8.09,0.56853,1.63101,2.87328
8.091,0.570158,1.62573,2.87328
8.092,0.571781,1.62042,2.87328
8.093,0.573399,1.61511,2.87328
8.094,0.575012,1.60978,2.87328
8.095,0.576619,1.60444,2.87328
8.096,0.57822,1.59908,2.87328
8.097,0.579817,1.59372,2.87328
8.098,0.581408,1.58834,2.87328
8.099,0.582993,1.58294,2.87328
8.1,0.584574,1.57753,2.87328
8.101,0.586149,1.57211,2.87328
8.102,0.587718,1.56668,2.87328
8.103,0.589282,1.56124,2.87328
8.104,0.59084,1.55578,2.87328
8.105,0.592393,1.55031,2.87328
8.106,0.593941,1.54482,2.87328
8.107,0.595483,1.53933,2.87328
8.108,0.59702,1.53382,2.87328
8.109,0.598551,1.5283,2.87328
8.11,0.600076,1.52276,2.87328
8.111,0.601596,1.51722,2.87328
8.112,0.603111,1.51166,2.87328
8.113,0.60462,1.50609,2.87328
8.114,0.606123,1.50051,2.87328
8.115,0.607621,1.49491,2.87328
8.116,0.609113,1.4893,2.87328
8.117,0.610599,1.48369,2.87328
8.118,0.61208,1.47805,2.87328
8.119,0.613555,1.47241,2.87328
8.12,0.615025,1.46676,2.87328
8.121,0.616489,1.46109,2.87328
8.122,0.617947,1.45541,2.87328
8.123,0.6194,1.44972,2.87328
8.124,0.620846,1.44402,2.87328
8.125,0.622288,1.43831,2.87328
8.126,0.623723,1.43259,2.87328
8.127,0.625153,1.42685,2.87328
8.128,0.626577,1.42111,2.87328
8.129,0.627995,1.41535,2.87328
8.13,0.629407,1.40958,2.87328
8.131,0.630814,1.4038,2.87328
8.132,0.632215,1.39801,2.87328
8.133,0.63361,1.3922,2.87328
8.134,0.634999,1.38639,2.87328
8.135,0.636383,1.38057,2.87328
8.136,0.637761,1.37473,2.87328
8.137,0.639132,1.36888,2.87328
8.138,0.640498,1.36303,2.87328
8.139,0.641858,1.35716,2.87328
8.14,0.643213,1.35128,2.87328
8.141,0.644561,1.34539,2.87328
8.142,0.645903,1.33949,2.87328
8.143,0.64724,1.33358,2.87328
8.144,0.648571,1.32766,2.87328
8.145,0.649895,1.32173,2.87328
8.146,0.651214,1.31579,2.87328
8.147,0.652527,1.30984,2.87328
8.148,0.653834,1.30388,2.87328
8.149,0.655135,1.2979,2.87328
8.15,0.65643,1.29192,2.87328
8.151,0.657718,1.28593,2.87328
8.152,0.659001,1.27993,2.87328
8.153,0.660278,1.27392,2.87328
8.154,0.661549,1.26789,2.87328
8.155,0.662814,1.26186,2.87328
8.156,0.664073,1.25582,2.87328
8.157,0.665326,1.24977,2.87328
8.158,0.666573,1.24371,2.87328
8.159,0.667813,1.23764,2.87328
8.16,0.669048,1.23156,2.87328
8.161,0.670276,1.22547,2.87328
8.162,0.671499,1.21937,2.87328
8.163,0.672715,1.21326,2.87328
8.164,0.673925,1.20715,2.87328
8.165,0.675129,1.20102,2.87328
8.166,0.676327,1.19488,2.87328
8.167,0.677519,1.18874,2.87328
8.168,0.678705,1.18259,2.87328
8.169,0.679884,1.17642,2.87328
8.17,0.681058,1.17025,2.87328
8.171,0.682225,1.16407,2.87328
8.172,0.683386,1.15788,2.87328
8.173,0.684541,1.15168,2.87328
8.174,0.685689,1.14547,2.87328
8.175,0.686831,1.13926,2.87328
8.176,0.687968,1.13303,2.87328
8.177,0.689098,1.1268,2.87328
8.178,0.690221,1.12056,2.87328
8.179,0.691339,1.11431,2.87328
8.18,0.69245,1.10805,2.87328
8.181,0.693555,1.10178,2.87328
8.182,0.694653,1.09551,2.87328
8.183,0.695746,1.08922,2.87328
8.184,0.696832,1.08293,2.87328
8.185,0.697912,1.07663,2.87328
8.186,0.698985,1.07032,2.87328
8.187,0.700052,1.06401,2.87328
8.188,0.701113,1.05768,2.87328
8.189,0.702168,1.05135,2.87328
8.19,0.703216,1.04501,2.87328
8.191,0.704258,1.03866,2.87328
8.192,0.705293,1.03231,2.87328
8.193,0.706322,1.02594,2.87328
8.194,0.707345,1.01957,2.87328
8.195,0.708361,1.01319,2.87328
8.196,0.709371,1.00681,2.87328
8.197,0.710375,1.00041,2.87328
8.198,0.711372,0.994013,2.87328
8.199,0.712363,0.987605,2.87328
8.2,0.713347,0.981189,2.87328
8.201,0.714325,0.974766,2.87328
8.202,0.715297,0.968336,2.87328
8.203,0.716262,0.961898,2.87328
8.204,0.717221,0.955454,2.87328
8.205,0.718173,0.949002,2.87328
8.206,0.719119,0.942544,2.87328
8.207,0.720058,0.936078,2.87328
8.208,0.720991,0.929606,2.87328
8.209,0.721917,0.923126,2.87328
8.21,0.722837,0.91664,2.87328
8.211,0.723751,0.910148,2.87328
8.212,0.724657,0.903648,2.87328
8.213,0.725558,0.897142,2.87328
8.214,0.726452,0.890629,2.87328
8.215,0.727339,0.88411,2.87328
8.216,0.72822,0.877584,2.87328
8.217,0.729094,0.871052,2.87328
8.218,0.729962,0.864513,2.87328
8.219,0.730823,0.857969,2.87328
8.22,0.731678,0.851417,2.87328
8.221,0.732526,0.84486,2.87328
8.222,0.733368,0.838297,2.87328
8.223,0.734203,0.831727,2.87328
8.224,0.735031,0.825151,2.87328
8.225,0.735853,0.81857,2.87328
8.226,0.736668,0.811982,2.87328
8.227,0.737477,0.805388,2.87328
8.228,0.738279,0.798789,2.87328
8.229,0.739075,0.792184,2.87328
8.23,0.739863,0.785573,2.87328
8.231,0.740646,0.778956,2.87328
8.232,0.741421,0.772334,2.87328
8.233,0.74219,0.765706,2.87328
8.234,0.742953,0.759073,2.87328
8.235,0.743708,0.752434,2.87328
8.236,0.744458,0.74579,2.87328
8.237,0.7452,0.73914,2.87328
8.238,0.745936,0.732485,2.87328
8.239,0.746665,0.725825,2.87328
8.24,0.747388,0.719159,2.87328
8.241,0.748103,0.712489,2.87328
8.242,0.748813,0.705813,2.87328
8.243,0.749515,0.699132,2.87328
8.244,0.750211,0.692446,2.87328
8.245,0.7509,0.685755,2.87328
8.246,0.751582,0.679059,2.87328
8.247,0.752258,0.672359,2.87328
8.248,0.752927,0.665653,2.87328
8.249,0.753589,0.658943,2.87328
8.25,0.754245,0.652228,2.87328
8.251,0.754894,0.645508,2.87328
8.252,0.755536,0.638784,2.87328
8.253,0.756171,0.632055,2.87328
8.254,0.7568,0.625322,2.87328
8.255,0.757422,0.618584,2.87328
8.256,0.758037,0.611842,2.87328
8.257,0.758646,0.605096,2.87328
8.258,0.759247,0.598345,2.87328
8.259,0.759842,0.59159,2.87328
8.26,0.760431,0.584831,2.87328
8.261,0.761012,0.578067,2.87328
8.262,0.761587,0.5713,2.87328
8.263,0.762155,0.564528,2.87328
8.264,0.762716,0.557752,2.87328
8.265,0.76327,0.550973,2.87328
8.266,0.763818,0.544189,2.87328
8.267,0.764358,0.537402,2.87328
8.268,0.764892,0.530611,2.87328
8.269,0.76542,0.523816,2.87328
8.27,0.76594,0.517017,2.87328
8.271,0.766454,0.510215,2.87328
8.272,0.766961,0.503409,2.87328
8.273,0.767461,0.4966,2.87328
8.274,0.767954,0.489787,2.87328
8.275,0.76844,0.48297,2.87328
8.276,0.76892,0.476151,2.87328
8.277,0.769392,0.469327,2.87328
8.278,0.769858,0.462501,2.87328
8.279,0.770317,0.455671,2.87328
8.28,0.77077,0.448838,2.87328
8.281,0.771215,0.442002,2.87328
8.282,0.771654,0.435163,2.87328
8.283,0.772085,0.428321,2.87328
8.284,0.77251,0.421476,2.87328
8.285,0.772928,0.414627,2.87328
8.286,0.77334,0.407776,2.87328
8.287,0.773744,0.400922,2.87328
8.288,0.774141,0.394065,2.87328
8.289,0.774532,0.387206,2.87328
8.29,0.774916,0.380344,2.87328
8.291,0.775293,0.373479,2.87328
8.292,0.775663,0.366611,2.87328
8.293,0.776026,0.359741,2.87328
8.294,0.776382,0.352868,2.87328
8.295,0.776732,0.345993,2.87328
8.296,0.777074,0.339116,2.87328
8.297,0.77741,0.332236,2.87328
8.298,0.777739,0.325354,2.87328
8.299,0.778061,0.318469,2.87328
8.3,0.778376,0.311582,2.87328
8.301,0.778684,0.304693,2.87328
8.302,0.778985,0.297802,2.87328
8.303,0.779279,0.290909,2.87328
8.304,0.779567,0.284014,2.87328
8.305,0.779847,0.277117,2.87328
8.306,0.780121,0.270218,2.87328
8.307,0.780388,0.263317,2.87328
8.308,0.780648,0.256414,2.87328
8.309,0.780901,0.24951,2.87328
8.31,0.781147,0.242603,2.87328
8.311,0.781386,0.235695,2.87328
8.312,0.781618,0.228786,2.87328
8.313,0.781843,0.221874,2.87328
8.314,0.782062,0.214962,2.87328
8.315,0.782273,0.208047,2.87328
8.316,0.782478,0.201132,2.87328
8.317,0.782676,0.194214,2.87328
8.318,0.782866,0.187296,2.87328
8.319,0.78305,0.180376,2.87328
8.32,0.783227,0.173455,2.87328
8.321,0.783397,0.166533,2.87328
8.322,0.78356,0.15961,2.87328
8.323,0.783716,0.152685,2.87328
8.324,0.783866,0.145759,2.87328
8.325,0.784008,0.138833,2.87328
8.326,0.784143,0.131905,2.87328
8.327,0.784272,0.124977,2.87328
8.328,0.784393,0.118048,2.87328
8.329,0.784508,0.111117,2.87328
8.33,0.784615,0.104187,2.87328
8.331,0.784716,0.0972549,2.87328
8.332,0.78481,0.0903226,2.87328
8.333,0.784897,0.0833896,2.87328
8.334,0.784977,0.0764561,2.87328
8.335,0.78505,0.069522,2.87328
8.336,0.785116,0.0625875,2.87328
8.337,0.785175,0.0556525,2.87328
8.338,0.785227,0.0487172,2.87328
8.339,0.785272,0.0417815,2.87328
8.34,0.785311,0.0348455,2.87328
8.341,0.785342,0.0279093,2.87328
8.342,0.785366,0.0209729,2.87328
8.343,0.785384,0.0140363,2.87328
8.344,0.785395,0.00709966,2.87328
8.345,0.785398,0.000162947,2.87328
8.346,0.785395,-0.00677376,2.87328
8.347,0.785385,-0.0137104,2.87328
8.348,0.785367,-0.020647,2.87328
8.349,0.785343,-0.0275834,2.87328
8.35,0.785312,-0.0345197,2.87328
8.351,0.785274,-0.0414556,2.87328
8.352,0.785229,-0.0483914,2.87328
8.353,0.785177,-0.0553267,2.87328
8.354,0.785119,-0.0622617,2.87328
8.355,0.785053,-0.0691963,2.87328
8.356,0.78498,-0.0761303,2.87328
8.357,0.784901,-0.0830639,2.87328
8.358,0.784814,-0.0899969,2.87328
8.359,0.784721,-0.0969292,2.87328
8.36,0.78462,-0.103861,2.87328
8.361,0.784513,-0.110792,2.87328
8.362,0.784399,-0.117722,2.87328
8.363,0.784278,-0.124651,2.87328
8.364,0.784149,-0.13158,2.87328
8.365,0.784014,-0.138507,2.87328
8.366,0.783872,-0.145434,2.87328
8.367,0.783724,-0.15236,2.87328
8.368,0.783568,-0.159284,2.87328
8.369,0.783405,-0.166208,2.87328
8.37,0.783235,-0.17313,2.87328
8.371,0.783059,-0.180051,2.87328
8.372,0.782875,-0.186971,2.87328
8.373,0.782685,-0.193889,2.87328
8.374,0.782487,-0.200807,2.87328
8.375,0.782283,-0.207722,2.87328
8.376,0.782072,-0.214637,2.87328
8.377,0.781854,-0.22155,2.87328
8.378,0.781629,-0.228461,2.87328
8.379,0.781397,-0.235371,2.87328
8.38,0.781158,-0.242279,2.87328
8.381,0.780912,-0.249185,2.87328
8.382,0.78066,-0.25609,2.87328
8.383,0.7804,-0.262993,2.87328
8.384,0.780134,-0.269894,2.87328
8.385,0.77986,-0.276793,2.87328
8.386,0.77958,-0.28369,2.87328
8.387,0.779293,-0.290585,2.87328
8.388,0.778999,-0.297479,2.87328
8.389,0.778698,-0.30437,2.87328
8.39,0.77839,-0.311259,2.87328
8.391,0.778076,-0.318146,2.87328
8.392,0.777754,-0.32503,2.87328
8.393,0.777426,-0.331912,2.87328
8.394,0.77709,-0.338793,2.87328
8.395,0.776748,-0.34567,2.87328
8.396,0.776399,-0.352545,2.87328
8.397,0.776043,-0.359418,2.87328
8.398,0.77568,-0.366288,2.87328
8.399,0.77531,-0.373156,2.87328
8.4,0.774934,-0.380021,2.87328
8.401,0.77455,-0.386884,2.87328
8.402,0.77416,-0.393743,2.87328
8.403,0.773763,-0.4006,2.87328
8.404,0.773359,-0.407454,2.87328
8.405,0.772948,-0.414306,2.87328
8.406,0.77253,-0.421154,2.87328
8.407,0.772106,-0.427999,2.87328
8.408,0.771674,-0.434842,2.87328
8.409,0.771236,-0.441681,2.87328
8.41,0.770791,-0.448517,2.87328
8.411,0.770339,-0.45535,2.87328
8.412,0.76988,-0.46218,2.87328
8.413,0.769414,-0.469007,2.87328
8.414,0.768942,-0.47583,2.87328
8.415,0.768463,-0.48265,2.87328
8.416,0.767977,-0.489467,2.87328
8.417,0.767484,-0.49628,2.87328
8.418,0.766984,-0.503089,2.87328
8.419,0.766478,-0.509895,2.87328
8.42,0.765964,-0.516698,2.87328
8.421,0.765444,-0.523497,2.87328
8.422,0.764917,-0.530292,2.87328
8.423,0.764384,-0.537083,2.87328
8.424,0.763843,-0.54387,2.87328
8.425,0.763296,-0.550654,2.87328
8.426,0.762742,-0.557434,2.87328
8.427,0.762181,-0.56421,2.87328
8.428,0.761614,-0.570981,2.87328
8.429,0.761039,-0.577749,2.87328
8.43,0.760458,-0.584513,2.87328
8.431,0.75987,-0.591272,2.87328
8.432,0.759275,-0.598028,2.87328
8.433,0.758674,-0.604779,2.87328
8.434,0.758066,-0.611525,2.87328
8.435,0.757451,-0.618268,2.87328
8.436,0.756829,-0.625006,2.87328
8.437,0.756201,-0.631739,2.87328
8.438,0.755566,-0.638468,2.87328
8.439,0.754924,-0.645193,2.87328
8.44,0.754276,-0.651912,2.87328
8.441,0.75362,-0.658628,2.87328
8.442,0.752958,-0.665338,2.87328
8.443,0.75229,-0.672044,2.87328
8.444,0.751614,-0.678745,2.87328
8.445,0.750932,-0.685441,2.87328
8.446,0.750243,-0.692132,2.87328
8.447,0.749548,-0.698818,2.87328
8.448,0.748846,-0.705499,2.87328
8.449,0.748137,-0.712175,2.87328
8.45,0.747421,-0.718846,2.87328
8.451,0.746699,-0.725512,2.87328
8.452,0.74597,-0.732172,2.87328
8.453,0.745235,-0.738828,2.87328
8.454,0.744493,-0.745477,2.87328
8.455,0.743744,-0.752122,2.87328
8.456,0.742988,-0.758761,2.87328
8.457,0.742226,-0.765395,2.87328
8.458,0.741458,-0.772023,2.87328
8.459,0.740682,-0.778645,2.87328
8.46,0.7399,-0.785262,2.87328
8.461,0.739112,-0.791873,2.87328
8.462,0.738317,-0.798479,2.87328
8.463,0.737515,-0.805079,2.87328
8.464,0.736706,-0.811672,2.87328
8.465,0.735891,-0.81826,2.87328
8.466,0.73507,-0.824842,2.87328
8.467,0.734242,-0.831418,2.87328
8.468,0.733407,-0.837988,2.87328
8.469,0.732566,-0.844552,2.87328
8.47,0.731718,-0.851109,2.87328
8.471,0.730864,-0.857661,2.87328
8.472,0.730003,-0.864206,2.87328
8.473,0.729135,-0.870745,2.87328
8.474,0.728261,-0.877277,2.87328
8.475,0.727381,-0.883803,2.87328
8.476,0.726494,-0.890323,2.87328
8.477,0.7256,-0.896836,2.87328
8.478,0.7247,-0.903343,2.87328
8.479,0.723793,-0.909842,2.87328
8.48,0.72288,-0.916335,2.87328
8.481,0.721961,-0.922822,2.87328
8.482,0.721035,-0.929302,2.87328
8.483,0.720102,-0.935774,2.87328
8.484,0.719163,-0.94224,2.87328
8.485,0.718218,-0.948699,2.87328
